accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR17192467	SRP350197	new	PRJNA787774	SAMN23844128	OI19	OI19	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI19_S112_R1.fastq.gz	OI19_S112_R2.fastq.gz				
SRR17192466	SRP350197	new	PRJNA787774	SAMN23844129	OI21	OI21	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI21_S113_R1.fastq.gz	OI21_S113_R2.fastq.gz				
SRR17192465	SRP350197	new	PRJNA787774	SAMN23844130	OI23	OI23	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI23_S263_R1.fastq.gz	OI23_S263_R2.fastq.gz				
SRR17192400	SRP350197	new	PRJNA787774	SAMN23844131	OI24	OI24	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI24_S130_R1.fastq.gz	OI24_S130_R2.fastq.gz				
SRR17192399	SRP350197	new	PRJNA787774	SAMN23844132	OI25	OI25	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI25_S124_R1.fastq.gz	OI25_S124_R2.fastq.gz				
SRR17192398	SRP350197	new	PRJNA787774	SAMN23844133	OI26	OI26	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI26_S262_R1.fastq.gz	OI26_S262_R2.fastq.gz				
SRR17192397	SRP350197	new	PRJNA787774	SAMN23844134	OI27	OI27	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI27_S4_R1.fastq.gz	OI27_S4_R2.fastq.gz				
SRR17192396	SRP350197	new	PRJNA787774	SAMN23844135	OI28	OI28	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI28-redep_S1_R1.fastq.gz	OI28-redep_S1_R2.fastq.gz				
SRR17192394	SRP350197	new	PRJNA787774	SAMN23844136	OI29	OI29	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI29_S3_R1.fastq.gz	OI29_S3_R2.fastq.gz				
SRR17192393	SRP350197	new	PRJNA787774	SAMN23844137	OI30	OI30	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI30_S264_R1.fastq.gz	OI30_S264_R2.fastq.gz				
SRR17192392	SRP350197	new	PRJNA787774	SAMN23844138	OI31	OI31	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI31_S15_R1.fastq.gz	OI31_S15_R2.fastq.gz				
SRR17192391	SRP350197	new	PRJNA787774	SAMN23844139	OI32	OI32	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI32_S13_R1.fastq.gz	OI32_S13_R2.fastq.gz				
SRR17192390	SRP350197	new	PRJNA787774	SAMN23844140	OI34	OI34	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI34-redeposit_S2_R1.fastq.gz	OI34-redeposit_S2_R2.fastq.gz				
SRR17192389	SRP350197	new	PRJNA787774	SAMN23844141	OI35	OI35	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI35_S123_R1.fastq.gz	OI35_S123_R2.fastq.gz				
SRR17192388	SRP350197	new	PRJNA787774	SAMN23844142	OI37	OI37	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI37_S128_R1.fastq.gz	OI37_S128_R2.fastq.gz				
SRR17192387	SRP350197	new	PRJNA787774	SAMN23844143	OI38	OI38	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI38_S16_R1.fastq.gz	OI38_S16_R2.fastq.gz				
SRR17192386	SRP350197	new	PRJNA787774	SAMN23844144	OI40	OI40	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI40_S146_R1.fastq.gz	OI40_S146_R2.fastq.gz				
SRR17192385	SRP350197	new	PRJNA787774	SAMN23844145	OI41	OI41	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI41_S8_R1.fastq.gz	OI41_S8_R2.fastq.gz				
SRR17192383	SRP350197	new	PRJNA787774	SAMN23844146	OI44	OI44	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI44_S102_R1.fastq.gz	OI44_S102_R2.fastq.gz				
SRR17192382	SRP350197	new	PRJNA787774	SAMN23844147	OI47	OI47	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI47_S96_R1.fastq.gz	OI47_S96_R2.fastq.gz				
SRR17192381	SRP350197	new	PRJNA787774	SAMN23844148	OI49	OI49	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI49_S109_R1.fastq.gz	OI49_S109_R2.fastq.gz				
SRR17192380	SRP350197	new	PRJNA787774	SAMN23844149	OI50	OI50	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI50_S79_R1.fastq.gz	OI50_S79_R2.fastq.gz				
SRR17192379	SRP350197	new	PRJNA787774	SAMN23844150	OI51	OI51	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI51_S78_R1.fastq.gz	OI51_S78_R2.fastq.gz				
SRR17192378	SRP350197	new	PRJNA787774	SAMN23844151	OI53	OI53	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI53_S76_R1.fastq.gz	OI53_S76_R2.fastq.gz				
SRR17192377	SRP350197	new	PRJNA787774	SAMN23844152	OI7	OI7	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI7_S24_R1.fastq.gz	OI7_S24_R2.fastq.gz				
SRR17192376	SRP350197	new	PRJNA787774	SAMN23844153	OI8	OI8	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI8_S25_R1.fastq.gz	OI8_S25_R2.fastq.gz				
SRR17192375	SRP350197	new	PRJNA787774	SAMN23844154	OI9	OI9	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	OI9_S26_R1.fastq.gz	OI9_S26_R2.fastq.gz				
SRR17192374	SRP350197	new	PRJNA787774	SAMN23844155	PC100	PC100	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC100_S268_R1.fastq.gz	PC100_S268_R2.fastq.gz				
SRR17192371	SRP350197	new	PRJNA787774	SAMN23844156	PC19	PC19	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC19_S143_R1.fastq.gz	PC19_S143_R2.fastq.gz				
SRR17192370	SRP350197	new	PRJNA787774	SAMN23844157	PC2	PC2	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC2_S25_R1.fastq.gz	PC2_S25_R2.fastq.gz				
SRR17192369	SRP350197	new	PRJNA787774	SAMN23844158	PC20	PC20	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC20_S21_R1.fastq.gz	PC20_S21_R2.fastq.gz				
SRR17192624	SRP350197	new	PRJNA787774	SAMN23844159	PC21	PC21	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC21_S2_R1.fastq.gz	PC21_S2_R2.fastq.gz				
SRR17192623	SRP350197	new	PRJNA787774	SAMN23844160	PC22	PC22	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC22_S3_R1.fastq.gz	PC22_S3_R2.fastq.gz				
SRR17192622	SRP350197	new	PRJNA787774	SAMN23844161	PC23	PC23	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC23_S6_R1.fastq.gz	PC23_S6_R2.fastq.gz				
SRR17192621	SRP350197	new	PRJNA787774	SAMN23844162	PC25	PC25	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC25_S142_R1.fastq.gz	PC25_S142_R2.fastq.gz				
SRR17192620	SRP350197	new	PRJNA787774	SAMN23844163	PC27	PC27	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC27_S265_R1.fastq.gz	PC27_S265_R2.fastq.gz				
SRR17192619	SRP350197	new	PRJNA787774	SAMN23844164	PC28	PC28	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC28_S196_R1.fastq.gz	PC28_S196_R2.fastq.gz				
SRR17192618	SRP350197	new	PRJNA787774	SAMN23844165	PC29	PC29	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC29_S52_R1.fastq.gz	PC29_S52_R2.fastq.gz				
SRR17192616	SRP350197	new	PRJNA787774	SAMN23844166	PC30	PC30	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC30-redeposit_S2_R1.fastq.gz	PC30-redeposit_S2_R2.fastq.gz				
SRR17192615	SRP350197	new	PRJNA787774	SAMN23844167	PC31	PC31	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC31_S170_R1.fastq.gz	PC31_S170_R2.fastq.gz				
SRR17192614	SRP350197	new	PRJNA787774	SAMN23844168	PC32	PC32	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC32_S173_R1.fastq.gz	PC32_S173_R2.fastq.gz				
SRR17192613	SRP350197	new	PRJNA787774	SAMN23844169	PC33	PC33	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC33_S141_R1.fastq.gz	PC33_S141_R2.fastq.gz				
SRR17192612	SRP350197	new	PRJNA787774	SAMN23844170	PC34	PC34	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC34_S133_R1.fastq.gz	PC34_S133_R2.fastq.gz				
SRR17192611	SRP350197	new	PRJNA787774	SAMN23844171	PC35	PC35	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC35_S39_R1.fastq.gz	PC35_S39_R2.fastq.gz				
SRR17192610	SRP350197	new	PRJNA787774	SAMN23844172	PC36	PC36	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC36_S41_R1.fastq.gz	PC36_S41_R2.fastq.gz				
SRR17192609	SRP350197	new	PRJNA787774	SAMN23844173	PC37	PC37	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC37_S68_R1.fastq.gz	PC37_S68_R2.fastq.gz				
SRR17192608	SRP350197	new	PRJNA787774	SAMN23844174	PC38	PC38	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC38_S33_R1.fastq.gz	PC38_S33_R2.fastq.gz				
SRR17192607	SRP350197	new	PRJNA787774	SAMN23844175	PC39	PC39	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC39_S36_R1.fastq.gz	PC39_S36_R2.fastq.gz				
SRR17192605	SRP350197	new	PRJNA787774	SAMN23844176	PC4	PC4	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC4_S22_R1.fastq.gz	PC4_S22_R2.fastq.gz				
SRR17192604	SRP350197	new	PRJNA787774	SAMN23844177	PC40	PC40	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC40_S44_R1.fastq.gz	PC40_S44_R2.fastq.gz				
SRR17192603	SRP350197	new	PRJNA787774	SAMN23844178	PC41	PC41	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC41-redeposit_S4_R1.fastq.gz	PC41-redeposit_S4_R2.fastq.gz				
SRR17192602	SRP350197	new	PRJNA787774	SAMN23844179	PC42	PC42	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC42_S72_R1.fastq.gz	PC42_S72_R2.fastq.gz				
SRR17192601	SRP350197	new	PRJNA787774	SAMN23844180	PC45	PC45	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC45_S25_R1.fastq.gz	PC45_S25_R2.fastq.gz				
SRR17192600	SRP350197	new	PRJNA787774	SAMN23844181	PC46	PC46	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC46_S26_R1.fastq.gz	PC46_S26_R2.fastq.gz				
SRR17192599	SRP350197	new	PRJNA787774	SAMN23844182	PC47	PC47	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC47_S24_R1.fastq.gz	PC47_S24_R2.fastq.gz				
SRR17192598	SRP350197	new	PRJNA787774	SAMN23844183	PC5	PC5	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC5_S36_R1.fastq.gz	PC5_S36_R2.fastq.gz				
SRR17192597	SRP350197	new	PRJNA787774	SAMN23844184	PC51	PC51	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC51_S27_R1.fastq.gz	PC51_S27_R2.fastq.gz				
SRR17192596	SRP350197	new	PRJNA787774	SAMN23844185	PC52	PC52	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC52_S28_R1.fastq.gz	PC52_S28_R2.fastq.gz				
SRR17192594	SRP350197	new	PRJNA787774	SAMN23844186	PC53	PC53	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC53_S29_R1.fastq.gz	PC53_S29_R2.fastq.gz				
SRR17192593	SRP350197	new	PRJNA787774	SAMN23844187	PC54	PC54	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC54_S30_R1.fastq.gz	PC54_S30_R2.fastq.gz				
SRR17192368	SRP350197	new	PRJNA787774	SAMN23844188	PC55	PC55	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC55_S31_R1.fastq.gz	PC55_S31_R2.fastq.gz				
SRR17192367	SRP350197	new	PRJNA787774	SAMN23844189	PC56	PC56	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC56_S89_R1.fastq.gz	PC56_S89_R2.fastq.gz				
SRR17192366	SRP350197	new	PRJNA787774	SAMN23844190	PC57	PC57	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC57_S90_R1.fastq.gz	PC57_S90_R2.fastq.gz				
SRR17192365	SRP350197	new	PRJNA787774	SAMN23844191	PC58	PC58	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC58_S91_R1.fastq.gz	PC58_S91_R2.fastq.gz				
SRR17192364	SRP350197	new	PRJNA787774	SAMN23844192	PC59	PC59	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC59_S92_R1.fastq.gz	PC59_S92_R2.fastq.gz				
SRR17192363	SRP350197	new	PRJNA787774	SAMN23844193	PC60	PC60	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC60_S93_R1.fastq.gz	PC60_S93_R2.fastq.gz				
SRR17192362	SRP350197	new	PRJNA787774	SAMN23844194	PC61	PC61	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC61_S94_R1.fastq.gz	PC61_S94_R2.fastq.gz				
SRR17192361	SRP350197	new	PRJNA787774	SAMN23844195	PC62	PC62	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC62_S95_R1.fastq.gz	PC62_S95_R2.fastq.gz				
SRR17192359	SRP350197	new	PRJNA787774	SAMN23844196	PC63	PC63	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC63_S96_R1.fastq.gz	PC63_S96_R2.fastq.gz				
SRR17192358	SRP350197	new	PRJNA787774	SAMN23844197	PC65	PC65	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC65_S97_R1.fastq.gz	PC65_S97_R2.fastq.gz				
SRR17192357	SRP350197	new	PRJNA787774	SAMN23844198	PC66	PC66	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC66_S98_R1.fastq.gz	PC66_S98_R2.fastq.gz				
SRR17192356	SRP350197	new	PRJNA787774	SAMN23844199	PC67	PC67	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC67_S99_R1.fastq.gz	PC67_S99_R2.fastq.gz				
SRR17192355	SRP350197	new	PRJNA787774	SAMN23844200	PC68	PC68	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC68_S100_R1.fastq.gz	PC68_S100_R2.fastq.gz				
SRR17192354	SRP350197	new	PRJNA787774	SAMN23844201	PC70	PC70	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC70_S1_R1.fastq.gz	PC70_S1_R2.fastq.gz				
SRR17192353	SRP350197	new	PRJNA787774	SAMN23844202	PC75	PC75	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC75_S134_R1.fastq.gz	PC75_S134_R2.fastq.gz				
SRR17192352	SRP350197	new	PRJNA787774	SAMN23844203	PC76	PC76	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC76_S108_R1.fastq.gz	PC76_S108_R2.fastq.gz				
SRR17192351	SRP350197	new	PRJNA787774	SAMN23844204	PC77	PC77	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC77_S36_R1.fastq.gz	PC77_S36_R2.fastq.gz				
SRR17192350	SRP350197	new	PRJNA787774	SAMN23844205	PC78	PC78	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC78_S122_R1.fastq.gz	PC78_S122_R2.fastq.gz				
SRR17192348	SRP350197	new	PRJNA787774	SAMN23844206	PC80	PC80	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC80_S126_R1.fastq.gz	PC80_S126_R2.fastq.gz				
SRR17192347	SRP350197	new	PRJNA787774	SAMN23844207	PC81	PC81	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC81_S145_R1.fastq.gz	PC81_S145_R2.fastq.gz				
SRR17192346	SRP350197	new	PRJNA787774	SAMN23844208	PC82	PC82	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC82_S91_R1.fastq.gz	PC82_S91_R2.fastq.gz				
SRR17192345	SRP350197	new	PRJNA787774	SAMN23844209	PC83	PC83	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC83_S139_R1.fastq.gz	PC83_S139_R2.fastq.gz				
SRR17192344	SRP350197	new	PRJNA787774	SAMN23844210	PC84	PC84	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC84_S127_R1.fastq.gz	PC84_S127_R2.fastq.gz				
SRR17192343	SRP350197	new	PRJNA787774	SAMN23844211	PC85	PC85	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC85_S132_R1.fastq.gz	PC85_S132_R2.fastq.gz				
SRR17192342	SRP350197	new	PRJNA787774	SAMN23844212	PC86	PC86	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC86_S133_R1.fastq.gz	PC86_S133_R2.fastq.gz				
SRR17192341	SRP350197	new	PRJNA787774	SAMN23844213	PC87	PC87	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC87_S135_R1.fastq.gz	PC87_S135_R2.fastq.gz				
SRR17192340	SRP350197	new	PRJNA787774	SAMN23844214	PC89	PC89	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC89_S92_R1.fastq.gz	PC89_S92_R2.fastq.gz				
SRR17192339	SRP350197	new	PRJNA787774	SAMN23844215	PC91	PC91	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC91_S107_R1.fastq.gz	PC91_S107_R2.fastq.gz				
SRR17192337	SRP350197	new	PRJNA787774	SAMN23844216	PC92	PC92	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC92_S73_R1.fastq.gz	PC92_S73_R2.fastq.gz				
SRR17192304	SRP350197	new	PRJNA787774	SAMN23844217	PC94	PC94	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC94_S12_R1.fastq.gz	PC94_S12_R2.fastq.gz				
